10,10,1,ME-BBRCWd,0.019895076751708984,19,0,0.0202786922454834,0.019895076751708984,0.01985788345336914
10,10,2,ME-BBRCWd,0.04674887657165527,14,0,0.04845428466796875,0.04674887657165527,0.046263694763183594
10,10,3,ME-BBRCWd,0.06974315643310547,22,0,0.07021331787109375,0.06943917274475098,0.06974315643310547
10,10,4,ME-BBRCWd,0.18256688117980957,7,0,0.18306779861450195,0.18256688117980957,0.1822071075439453
10,10,5,ME-BBRCWd,0.06801986694335938,30,0,0.0682840347290039,0.06798887252807617,0.06801986694335938
10,10,6,ME-BBRCWd,0.06102180480957031,4,0,0.06133008003234863,0.06102180480957031,0.06099200248718262
10,10,7,ME-BBRCWd,0.06202387809753418,4,0,0.06099700927734375,0.06202387809753418,0.0629880428314209
10,10,8,ME-BBRCWd,0.0726478099822998,3,0,0.07370901107788086,0.0726478099822998,0.07083010673522949
10,10,9,ME-BBRCWd,0.027086973190307617,2,0,0.02744293212890625,0.027086973190307617,0.0270388126373291
10,10,10,ME-BBRCWd,0.047883033752441406,4,0,0.04797101020812988,0.047823190689086914,0.047883033752441406
10,10,11,ME-BBRCWd,0.22660589218139648,20,0,0.22701215744018555,0.22660589218139648,0.22614407539367676
10,10,12,ME-BBRCWd,0.017623186111450195,1,0,0.01778411865234375,0.017623186111450195,0.01743173599243164
10,10,13,ME-BBRCWd,0.10164713859558105,7,0,0.10164713859558105,0.1010589599609375,0.10247015953063965
10,10,14,ME-BBRCWd,0.07985186576843262,36,0,0.08059120178222656,0.07985186576843262,0.07801508903503418
10,10,15,ME-BBRCWd,0.44777703285217285,45,0,0.4392411708831787,0.44777703285217285,0.4560990333557129
10,10,16,ME-BBRCWd,0.03692626953125,2,0,0.03738880157470703,0.03692626953125,0.03685116767883301
10,10,17,ME-BBRCWd,0.1711411476135254,8,0,0.1689319610595703,0.1711411476135254,0.17348885536193848
10,10,18,ME-BBRCWd,0.008141756057739258,3,0,0.008322000503540039,0.008057117462158203,0.008141756057739258
10,10,19,ME-BBRCWd,0.2873871326446533,12,0,0.2904798984527588,0.2873871326446533,0.286283016204834
10,10,20,ME-BBRCWd,0.06523919105529785,6,0,0.06575584411621094,0.06523919105529785,0.06504583358764648
10,10,21,ME-BBRCWd,0.06856918334960938,36,0,0.06851005554199219,0.06871700286865234,0.06856918334960938
