,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,8,2,1,0,0.03578996658325195,2,334,0.037157297134399414,0.03605985641479492,0.03595709800720215,0.03588604927062988,0.035794973373413086,0.03577399253845215,0.03578495979309082,0.03576016426086426,0.03570890426635742,0.035676002502441406
1,8,2,1,1,0.03657948970794678,2,332,0.03678297996520996,0.036750078201293945,0.03671407699584961,0.03655815124511719,0.03658604621887207,0.03676295280456543,0.036508798599243164,0.036572933197021484,0.03656125068664551,0.03657102584838867
2,8,2,2,0,0.025795698165893555,2,229,0.025799989700317383,0.026002883911132812,0.025866985321044922,0.025812149047851562,0.02581000328063965,0.025757789611816406,0.02576303482055664,0.025791406631469727,0.025736093521118164,0.025686025619506836
3,8,2,2,1,0.018059968948364258,2,151,0.018076181411743164,0.018136024475097656,0.018146038055419922,0.01810312271118164,0.018043994903564453,0.018025875091552734,0.018028974533081055,0.01803112030029297,0.018053054809570312,0.018066883087158203
4,8,2,3,0,0.022202491760253906,4,201,0.0221860408782959,0.022425174713134766,0.022294044494628906,0.022175073623657227,0.02220010757446289,0.022223711013793945,0.022204875946044922,0.022233247756958008,0.022192001342773438,0.022183895111083984
5,8,2,3,1,0.02016746997833252,4,175,0.02015209197998047,0.020246028900146484,0.02020096778869629,0.02018284797668457,0.02007007598876953,0.020089149475097656,0.02006816864013672,0.02011585235595703,0.020199060440063477,0.020280838012695312
6,8,2,4,0,0.010445952415466309,30,88,0.010448932647705078,0.01044917106628418,0.010409116744995117,0.01057887077331543,0.010535955429077148,0.010442972183227539,0.010456085205078125,0.01040196418762207,0.010440826416015625,0.010422945022583008
7,8,2,4,1,0.007266998291015625,30,58,0.007261991500854492,0.007269144058227539,0.0072612762451171875,0.007264852523803711,0.007380962371826172,0.007323741912841797,0.007281064987182617,0.007241964340209961,0.0073010921478271484,0.007243633270263672
8,8,2,5,0,0.02608489990234375,4,241,0.026097774505615234,0.02619171142578125,0.02611517906188965,0.02609992027282715,0.026108980178833008,0.026051759719848633,0.026059865951538086,0.026072025299072266,0.026067018508911133,0.026026010513305664
9,8,2,5,1,0.01187443733215332,4,106,0.011876821517944336,0.011873006820678711,0.011924982070922852,0.012081146240234375,0.01187586784362793,0.011848926544189453,0.011847257614135742,0.011898040771484375,0.0118560791015625,0.011825084686279297
10,8,3,1,0,0.02906489372253418,1,237,0.029139995574951172,0.029275894165039062,0.029070138931274414,0.029033899307250977,0.029033899307250977,0.029062986373901367,0.0290679931640625,0.029037952423095703,0.029054880142211914,0.029066801071166992
11,8,3,1,1,0.0030350685119628906,1,20,0.003070354461669922,0.0030279159545898438,0.003021717071533203,0.0030469894409179688,0.0030448436737060547,0.0030400753021240234,0.003016948699951172,0.003033161163330078,0.003025054931640625,0.003036975860595703
12,8,3,2,0,0.038935303688049316,8,325,0.039173126220703125,0.038871049880981445,0.03918600082397461,0.038973331451416016,0.039028167724609375,0.038851022720336914,0.038931846618652344,0.03885197639465332,0.03893876075744629,0.038926124572753906
13,8,3,2,1,0.03255128860473633,8,250,0.032495975494384766,0.03285503387451172,0.03258204460144043,0.03265118598937988,0.032541751861572266,0.03256082534790039,0.03257012367248535,0.03252720832824707,0.032469987869262695,0.03252220153808594
14,8,3,3,0,0.02751457691192627,2,228,0.027527332305908203,0.027668237686157227,0.027533769607543945,0.02749013900756836,0.02750110626220703,0.027490854263305664,0.027491092681884766,0.027547836303710938,0.02751898765563965,0.02751016616821289
15,8,3,3,1,0.015210986137390137,2,114,0.015197992324829102,0.015191078186035156,0.015400886535644531,0.015289783477783203,0.015225887298583984,0.015223979949951172,0.015119075775146484,0.015125036239624023,0.01546788215637207,0.015156030654907227
16,8,3,4,0,0.0323331356048584,6,263,0.032401084899902344,0.03254222869873047,0.032362937927246094,0.0322880744934082,0.032399892807006836,0.03232002258300781,0.032301902770996094,0.03229093551635742,0.0322871208190918,0.032346248626708984
17,8,3,4,1,0.0069735050201416016,6,45,0.006975889205932617,0.006982088088989258,0.006949663162231445,0.0069599151611328125,0.006979227066040039,0.0071620941162109375,0.007012128829956055,0.006933927536010742,0.006971120834350586,0.006949901580810547
18,8,3,5,0,0.03525114059448242,2,305,0.035344839096069336,0.035427093505859375,0.03520703315734863,0.03525209426879883,0.035307884216308594,0.035225868225097656,0.03522992134094238,0.0352787971496582,0.035215139389038086,0.035250186920166016
19,8,3,5,1,0.008996963500976562,2,72,0.009041786193847656,0.008975744247436523,0.009000062942504883,0.009135007858276367,0.009030342102050781,0.008976936340332031,0.008993864059448242,0.008985042572021484,0.008993864059448242,0.009015083312988281
20,8,4,1,0,0.06805551052093506,3,584,0.06834197044372559,0.06798100471496582,0.0683748722076416,0.0679769515991211,0.06817197799682617,0.06802010536193848,0.06805610656738281,0.06801700592041016,0.06809806823730469,0.0680549144744873
21,8,4,1,1,0.021305084228515625,3,156,0.021305084228515625,0.02143692970275879,0.021471023559570312,0.021337032318115234,0.02126908302307129,0.021251201629638672,0.021312952041625977,0.021305084228515625,0.021266937255859375,0.021279096603393555
22,8,4,2,0,0.0929567813873291,4,803,0.09322309494018555,0.09303617477416992,0.0932159423828125,0.09271764755249023,0.0928812026977539,0.09290075302124023,0.09294986724853516,0.09296369552612305,0.09281373023986816,0.09299111366271973
23,8,4,2,1,0.049408912658691406,4,392,0.04949808120727539,0.049458980560302734,0.049360036849975586,0.049352169036865234,0.04935765266418457,0.04945683479309082,0.04964303970336914,0.04951810836791992,0.04932093620300293,0.04936099052429199
24,8,4,3,0,0.030822038650512695,23,258,0.030853986740112305,0.031111955642700195,0.03092789649963379,0.030827045440673828,0.03080606460571289,0.030776023864746094,0.030848979949951172,0.03080010414123535,0.030817031860351562,0.03074193000793457
25,8,4,3,1,0.015515565872192383,23,120,0.015527963638305664,0.015499114990234375,0.015729904174804688,0.015557050704956055,0.015503168106079102,0.015473127365112305,0.015491962432861328,0.015491962432861328,0.015533924102783203,0.01553487777709961
26,8,4,4,0,0.0385279655456543,6,352,0.03874921798706055,0.038667917251586914,0.0385279655456543,0.03860282897949219,0.03846907615661621,0.03847670555114746,0.038423776626586914,0.0385279655456543,0.03855013847351074,0.038491010665893555
27,8,4,4,1,0.02601337432861328,6,228,0.026305198669433594,0.026109933853149414,0.026045799255371094,0.026051044464111328,0.02595996856689453,0.02600693702697754,0.02596116065979004,0.025968313217163086,0.026019811630249023,0.025993824005126953
28,8,4,5,0,0.023505449295043945,8,210,0.023576021194458008,0.023688077926635742,0.02358102798461914,0.023507118225097656,0.023503780364990234,0.023497819900512695,0.023549795150756836,0.023479938507080078,0.023491859436035156,0.023478984832763672
29,8,4,5,1,0.013054847717285156,8,110,0.013108968734741211,0.013076066970825195,0.013199090957641602,0.01308894157409668,0.013054847717285156,0.013045072555541992,0.013047933578491211,0.013045072555541992,0.013054847717285156,0.01305389404296875
30,8,5,1,0,0.05179595947265625,8,432,0.05230903625488281,0.05181097984313965,0.0518651008605957,0.0517728328704834,0.05178499221801758,0.051744937896728516,0.051705121994018555,0.05183005332946777,0.05180692672729492,0.05172300338745117
31,8,5,1,1,0.009902477264404297,8,72,0.009912729263305664,0.009879112243652344,0.009856939315795898,0.01003885269165039,0.009926795959472656,0.009913206100463867,0.00997304916381836,0.00988626480102539,0.00989222526550293,0.009860038757324219
32,8,5,2,0,0.20512747764587402,17,1788,0.20624065399169922,0.20513081550598145,0.20495271682739258,0.20525598526000977,0.20510411262512207,0.20507478713989258,0.20523524284362793,0.20512008666992188,0.20566701889038086,0.2051241397857666
33,8,5,2,1,0.12804555892944336,17,1037,0.12893128395080566,0.12813520431518555,0.12797069549560547,0.1280219554901123,0.128004789352417,0.12861013412475586,0.12836289405822754,0.12806916236877441,0.12799382209777832,0.12793421745300293
34,8,5,3,0,0.02962648868560791,24,240,0.02973318099975586,0.029966115951538086,0.02963995933532715,0.029614925384521484,0.029647111892700195,0.029586076736450195,0.029577970504760742,0.029558658599853516,0.029638051986694336,0.02960205078125
35,8,5,3,1,0.020788073539733887,24,156,0.020811080932617188,0.02098822593688965,0.020901203155517578,0.020751953125,0.020704030990600586,0.02077507972717285,0.020801067352294922,0.020752906799316406,0.021053075790405273,0.02071666717529297
36,8,5,4,0,0.11346805095672607,11,970,0.11393284797668457,0.11347293853759766,0.1135869026184082,0.1133880615234375,0.11339402198791504,0.1134939193725586,0.11346316337585449,0.11340618133544922,0.11376309394836426,0.11343693733215332
37,8,5,4,1,0.03238391876220703,11,234,0.03237605094909668,0.03265786170959473,0.0323178768157959,0.03241086006164551,0.03233599662780762,0.0323331356048584,0.03240013122558594,0.03242182731628418,0.03239178657531738,0.03234672546386719
38,8,5,5,0,0.1637345552444458,4,1428,0.16449999809265137,0.1641378402709961,0.1632988452911377,0.16376209259033203,0.16337895393371582,0.16339397430419922,0.16350579261779785,0.16374707221984863,0.16372203826904297,0.16386675834655762
39,8,5,5,1,0.04579508304595947,4,350,0.045970916748046875,0.04590916633605957,0.04586505889892578,0.04576301574707031,0.04585003852844238,0.04581904411315918,0.045771121978759766,0.04576516151428223,0.04570484161376953,0.045722007751464844
40,8,6,1,0,0.2123814821243286,1,1824,0.21283984184265137,0.21250510215759277,0.21239399909973145,0.21202421188354492,0.21214079856872559,0.2120988368988037,0.21254301071166992,0.21245622634887695,0.21211028099060059,0.21236896514892578
41,8,6,1,1,0.19216203689575195,1,1542,0.19231510162353516,0.19236993789672852,0.19211602210998535,0.19201874732971191,0.19216108322143555,0.19230914115905762,0.19207501411437988,0.19248080253601074,0.19216299057006836,0.19209909439086914
42,8,6,2,0,0.3618663549423218,16,3120,0.3631100654602051,0.36094093322753906,0.36223387718200684,0.3612239360809326,0.36382007598876953,0.3604557514190674,0.3614988327026367,0.36092686653137207,0.36232709884643555,0.36365389823913574
