,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,6,1,1,0,0.0028346776962280273,4,31,0.003509044647216797,0.0028769969940185547,0.002875089645385742,0.002858877182006836,0.002835988998413086,0.0028333663940429688,0.002816915512084961,0.0028090476989746094,0.0028028488159179688,0.0028281211853027344
1,6,1,1,1,0.002968907356262207,4,31,0.0029833316802978516,0.0030469894409179688,0.003123044967651367,0.0029838085174560547,0.002981901168823242,0.002955913543701172,0.0029540061950683594,0.0029511451721191406,0.002920866012573242,0.0029408931732177734
2,6,1,2,0,0.001679539680480957,5,18,0.0016987323760986328,0.0016880035400390625,0.0016849040985107422,0.0016918182373046875,0.001680135726928711,0.0016789436340332031,0.0016779899597167969,0.0016779899597167969,0.0016717910766601562,0.0016698837280273438
3,6,1,2,1,0.001486659049987793,5,15,0.001500844955444336,0.0015118122100830078,0.001486063003540039,0.0014870166778564453,0.0014960765838623047,0.0014863014221191406,0.0014889240264892578,0.0014848709106445312,0.0014829635620117188,0.0014808177947998047
4,6,1,3,0,0.0019369125366210938,1,20,0.0019431114196777344,0.0020689964294433594,0.002033233642578125,0.0019388198852539062,0.0019350051879882812,0.001928091049194336,0.001940011978149414,0.0019199848175048828,0.0019237995147705078,0.0019142627716064453
5,6,1,3,1,0.001757979393005371,1,17,0.0017900466918945312,0.0017597675323486328,0.001790761947631836,0.0017631053924560547,0.0017547607421875,0.0017561912536621094,0.0017528533935546875,0.001750946044921875,0.0017516613006591797,0.0017690658569335938
6,6,1,4,0,0.001122117042541504,1,11,0.0011510848999023438,0.0011248588562011719,0.0011222362518310547,0.0011239051818847656,0.0011208057403564453,0.0011188983917236328,0.0011262893676757812,0.0011219978332519531,0.0011200904846191406,0.0011188983917236328
7,6,1,4,1,0.0007203817367553711,1,6,0.0007238388061523438,0.0007107257843017578,0.0007128715515136719,0.0007128715515136719,0.0007100105285644531,0.0007266998291015625,0.0007169246673583984,0.0007350444793701172,0.0008461475372314453,0.0007989406585693359
8,6,1,5,0,0.002768874168395996,3,30,0.0028150081634521484,0.002775907516479492,0.0027658939361572266,0.0027670860290527344,0.0027687549591064453,0.0027670860290527344,0.002857208251953125,0.002833843231201172,0.0027642250061035156,0.002768993377685547
9,6,1,5,1,0.0025664567947387695,3,26,0.0025839805603027344,0.0025599002838134766,0.0026590824127197266,0.00269317626953125,0.002563953399658203,0.002544879913330078,0.002568960189819336,0.0025441646575927734,0.0026350021362304688,0.002557992935180664
10,6,2,1,0,0.002907276153564453,12,32,0.0029218196868896484,0.0028963088989257812,0.0029010772705078125,0.0029180049896240234,0.0029287338256835938,0.002892017364501953,0.0029036998748779297,0.0028929710388183594,0.0029108524322509766,0.0029249191284179688
11,6,2,1,1,0.0011998414993286133,12,12,0.0012087821960449219,0.001199960708618164,0.001194000244140625,0.0011889934539794922,0.0012652873992919922,0.0013880729675292969,0.0011997222900390625,0.0011928081512451172,0.0011970996856689453,0.0012118816375732422
12,6,2,2,0,0.003718852996826172,9,42,0.0037550926208496094,0.0037200450897216797,0.0037140846252441406,0.0037047863006591797,0.0037131309509277344,0.0037429332733154297,0.003718852996826172,0.0036971569061279297,0.003718852996826172,0.003834962844848633
13,6,2,2,1,0.0034826993942260742,9,38,0.0035381317138671875,0.003481149673461914,0.0034842491149902344,0.0034759044647216797,0.0035300254821777344,0.0034699440002441406,0.003470182418823242,0.0034940242767333984,0.0034749507904052734,0.0035130977630615234
14,6,2,3,0,0.0025415420532226562,5,27,0.0027561187744140625,0.0025620460510253906,0.002540111541748047,0.0025539398193359375,0.002526998519897461,0.002579927444458008,0.002531290054321289,0.0025429725646972656,0.002530813217163086,0.002526998519897461
15,6,2,3,1,0.002402067184448242,5,24,0.002429962158203125,0.002397775650024414,0.002407073974609375,0.0023927688598632812,0.0025169849395751953,0.0024602413177490234,0.002391815185546875,0.002382040023803711,0.0023949146270751953,0.0024063587188720703
16,6,2,4,0,0.001485586166381836,2,15,0.0015048980712890625,0.0014882087707519531,0.001486063003540039,0.0014979839324951172,0.0014820098876953125,0.0014829635620117188,0.0014882087707519531,0.0014851093292236328,0.001483917236328125,0.0014801025390625
17,6,2,4,1,0.0010828971862792969,2,10,0.0010960102081298828,0.0010869503021240234,0.0010828971862792969,0.0010869503021240234,0.0010797977447509766,0.0010790824890136719,0.0010828971862792969,0.001077890396118164,0.001081228256225586,0.001096963882446289
18,6,2,5,0,0.0012189149856567383,12,12,0.0012218952178955078,0.0012078285217285156,0.001222848892211914,0.001207113265991211,0.0012080669403076172,0.0012052059173583984,0.0012247562408447266,0.0012941360473632812,0.001300811767578125,0.0012159347534179688
19,6,2,5,1,0.001289963722229004,12,12,0.0013020038604736328,0.0012898445129394531,0.0013058185577392578,0.0012900829315185547,0.0012869834899902344,0.0013039112091064453,0.0013113021850585938,0.0012879371643066406,0.0012860298156738281,0.0012888908386230469
