,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,7,1,1,0,0.006969451904296875,16,65,0.007579326629638672,0.007045745849609375,0.006960868835449219,0.006933927536010742,0.007051229476928711,0.007055759429931641,0.006922006607055664,0.006978034973144531,0.0069141387939453125,0.006904125213623047
1,7,1,1,1,0.0057489871978759766,16,51,0.005764961242675781,0.0057489871978759766,0.0057239532470703125,0.005731105804443359,0.0057489871978759766,0.005764007568359375,0.0060269832611083984,0.0057637691497802734,0.0057070255279541016,0.005699872970581055
2,7,2,1,0,0.007053375244140625,20,70,0.007061004638671875,0.007041215896606445,0.007045745849609375,0.00700688362121582,0.007133007049560547,0.0072329044342041016,0.0070688724517822266,0.00702214241027832,0.007107734680175781,0.007025241851806641
3,7,2,1,1,0.006097912788391113,20,58,0.0060808658599853516,0.006128072738647461,0.006124973297119141,0.006087064743041992,0.0060939788818359375,0.006233692169189453,0.0061969757080078125,0.006101846694946289,0.006088972091674805,0.006078004837036133
4,7,2,2,0,0.005842447280883789,2,55,0.00586700439453125,0.00582122802734375,0.005846977233886719,0.005819797515869141,0.005837917327880859,0.005863189697265625,0.006024837493896484,0.005825996398925781,0.005851268768310547,0.005835056304931641
5,7,2,2,1,0.004238009452819824,2,38,0.004256010055541992,0.004253864288330078,0.0042188167572021484,0.0042266845703125,0.0042150020599365234,0.0042340755462646484,0.004235029220581055,0.004240989685058594,0.0044553279876708984,0.0042879581451416016
6,7,2,3,0,0.005049943923950195,30,48,0.005115985870361328,0.005088090896606445,0.005068063735961914,0.005031108856201172,0.0050258636474609375,0.0050199031829833984,0.005115032196044922,0.0051958560943603516,0.0050318241119384766,0.005021095275878906
7,7,2,3,1,0.005242109298706055,30,48,0.005280971527099609,0.005234241485595703,0.005242109298706055,0.00522303581237793,0.005218029022216797,0.005254030227661133,0.005382061004638672,0.005297183990478516,0.005242109298706055,0.00523686408996582
8,7,2,4,0,0.004324436187744141,2,38,0.004452228546142578,0.004334688186645508,0.0043752193450927734,0.004315853118896484,0.004309892654418945,0.004293203353881836,0.0043179988861083984,0.004314899444580078,0.004519939422607422,0.004330873489379883
9,7,2,4,1,0.0032036304473876953,2,26,0.003240823745727539,0.0032300949096679688,0.0031981468200683594,0.003206014633178711,0.003202199935913086,0.0032148361206054688,0.0032050609588623047,0.003197908401489258,0.0031981468200683594,0.003200054168701172
10,7,2,5,0,0.004981279373168945,3,44,0.0051500797271728516,0.005033254623413086,0.00501704216003418,0.0049550533294677734,0.004977703094482422,0.004961729049682617,0.004984855651855469,0.004991054534912109,0.004973888397216797,0.004970073699951172
11,7,2,5,1,0.004071950912475586,3,33,0.004086971282958984,0.004063844680786133,0.004052162170410156,0.004055976867675781,0.004085063934326172,0.00406193733215332,0.004055976867675781,0.004080057144165039,0.004202842712402344,0.004103183746337891
12,7,3,1,0,0.013891458511352539,9,128,0.013976812362670898,0.013895034790039062,0.014019250869750977,0.013935089111328125,0.013891935348510742,0.013890981674194336,0.01388406753540039,0.013881921768188477,0.01388692855834961,0.013875961303710938
13,7,3,1,1,0.003068089485168457,9,25,0.003098726272583008,0.0030701160430908203,0.0030651092529296875,0.003068208694458008,0.0030679702758789062,0.0030677318572998047,0.0030851364135742188,0.003072023391723633,0.003064870834350586,0.0030679702758789062
14,7,3,2,0,0.018565893173217773,20,181,0.018723011016845703,0.01858377456665039,0.01859903335571289,0.018559932708740234,0.018537044525146484,0.018555879592895508,0.018536806106567383,0.01854419708251953,0.018571853637695312,0.01858830451965332
15,7,3,2,1,0.0069817304611206055,20,64,0.007009983062744141,0.006979227066040039,0.006997108459472656,0.006955146789550781,0.006974935531616211,0.007161140441894531,0.006975889205932617,0.006990671157836914,0.0069539546966552734,0.006984233856201172
16,7,3,3,0,0.008152008056640625,8,72,0.008154869079589844,0.008149147033691406,0.008143901824951172,0.008157014846801758,0.008369922637939453,0.008210182189941406,0.008145332336425781,0.008154869079589844,0.00812077522277832,0.008121013641357422
17,7,3,3,1,0.0069664716720581055,8,58,0.006997823715209961,0.00694727897644043,0.006948232650756836,0.006960868835449219,0.006986141204833984,0.007122039794921875,0.006972074508666992,0.006947994232177734,0.00695490837097168,0.006972789764404297
18,7,3,4,0,0.006283879280090332,3,54,0.006265163421630859,0.006289005279541016,0.0062541961669921875,0.006263017654418945,0.0063512325286865234,0.006405830383300781,0.006329059600830078,0.0062961578369140625,0.006245851516723633,0.0062787532806396484
19,7,3,4,1,0.0014230012893676758,3,9,0.0014541149139404297,0.0014259815216064453,0.001422882080078125,0.0014190673828125,0.0014259815216064453,0.0014221668243408203,0.0014231204986572266,0.0014221668243408203,0.0014231204986572266,0.0014221668243408203
20,7,3,5,0,0.01327049732208252,6,120,0.013237953186035156,0.013396024703979492,0.013306856155395508,0.013234853744506836,0.01317596435546875,0.01327204704284668,0.013583898544311523,0.013282060623168945,0.01326894760131836,0.013236045837402344
21,7,3,5,1,0.0031470060348510742,6,22,0.0031630992889404297,0.0031397342681884766,0.003133058547973633,0.003142118453979492,0.0031349658966064453,0.0031480789184570312,0.0031478404998779297,0.0031461715698242188,0.0031549930572509766,0.0031490325927734375
