,0,1,2,3,4,5,6,7
0,12,3,1,0,36.7945990562439,6,225236,36.7945990562439
1,12,3,1,1,20.726835250854492,6,122618,20.726835250854492
2,12,3,2,0,13.913864850997925,24,86062,13.913864850997925
3,12,3,2,1,8.608574867248535,24,51529,8.608574867248535
4,12,3,3,0,35.388251066207886,144,225230,35.388251066207886
5,12,3,3,1,29.375585079193115,144,183001,29.375585079193115
6,12,3,4,0,21.119651079177856,1,130136,21.119651079177856
7,12,3,4,1,2.4243428707122803,1,14256,2.4243428707122803
8,12,3,5,0,39.10134196281433,15,239170,39.10134196281433
9,12,3,5,1,32.577208042144775,15,191690,32.577208042144775
10,12,4,1,0,244.76938700675964,91080,1550476,244.76938700675964
11,12,4,1,1,233.35733699798584,91080,1456694,233.35733699798584
12,12,4,2,0,12.938379049301147,2,75128,12.938379049301147
13,12,4,2,1,0.210068941116333,2,1056,0.210068941116333
14,12,4,3,0,45.06141400337219,60,280091,45.06141400337219
15,12,4,3,1,8.928056001663208,60,53500,8.928056001663208
16,12,4,4,0,107.94472813606262,351648,704880,107.94472813606262
17,12,4,4,1,100.91888213157654,351648,645720,100.91888213157654
18,12,4,5,0,81.30673313140869,55908,515176,81.30673313140869
19,12,4,5,1,58.10474967956543,55908,359836,58.10474967956543
20,12,5,1,0,167.04865884780884,22044,1031592,167.04865884780884
21,12,5,1,1,117.87014698982239,22044,707070,117.87014698982239
22,12,5,2,0,162.48597288131714,22,962777,162.48597288131714
23,12,5,2,1,40.34404516220093,22,217918,40.34404516220093
24,12,5,3,0,36.248512983322144,4,207612,36.248512983322144
25,12,5,3,1,8.190793991088867,4,41211,8.190793991088867
26,12,5,4,0,66.17684817314148,4,408130,66.17684817314148
27,12,5,4,1,35.70239305496216,4,211756,35.70239305496216
28,12,5,5,0,23.31821584701538,1,138618,23.31821584701538
29,12,5,5,1,2.779728889465332,1,15722,2.779728889465332
30,12,6,1,0,74.35053396224976,16,441032,74.35053396224976
31,12,6,1,1,7.419998407363892,16,41719,7.419998407363892
32,12,6,2,0,68.53935289382935,452,435768,68.53935289382935
33,12,6,2,1,68.106440782547,452,423072,68.106440782547
34,12,6,3,0,197.649019241333,32355,1228542,197.649019241333
35,12,6,3,1,169.77129006385803,32355,1018928,169.77129006385803
36,12,6,4,0,83.56642317771912,6,487669,83.56642317771912
37,12,6,4,1,18.944679021835327,6,104655,18.944679021835327
38,12,6,5,0,23.80825710296631,20,145908,23.80825710296631
39,12,6,5,1,3.091094970703125,20,18160,3.091094970703125
40,12,7,1,0,88.3826060295105,26,546048,88.3826060295105
41,12,7,1,1,75.16808223724365,26,453230,75.16808223724365
42,12,7,2,0,259.7200577259064,50,1541320,259.7200577259064
43,12,7,2,1,31.329187870025635,50,163901,31.329187870025635
44,12,7,3,0,109.84114098548889,6,639380,109.84114098548889
45,12,7,3,1,50.18509483337402,6,273319,50.18509483337402
46,12,7,4,0,65.65435528755188,21,396576,65.65435528755188
47,12,7,4,1,24.724644899368286,21,145270,24.724644899368286
48,12,7,5,0,123.0571939945221,6,723314,123.0571939945221
49,12,7,5,1,19.58059000968933,6,101073,19.58059000968933
50,12,8,1,0,231.71180295944214,4,1387628,231.71180295944214
51,12,8,1,1,43.71232604980469,4,233522,43.71232604980469
52,12,8,2,0,172.80144500732422,3,1027826,172.80144500732422
53,12,8,2,1,12.265505075454712,3,62672,12.265505075454712
54,12,8,3,0,744.2475461959839,307170,4667760,744.2475461959839
55,12,8,3,1,716.1587131023407,307170,4351896,716.1587131023407
56,12,8,4,0,265.83561086654663,3,1593252,265.83561086654663
57,12,8,4,1,74.41212797164917,3,412540,74.41212797164917
58,12,8,5,0,242.56382203102112,2,1443060,242.56382203102112
59,12,8,5,1,126.96503186225891,2,699326,126.96503186225891
60,12,9,1,0,307.4836778640747,6,1823648,307.4836778640747
61,12,9,1,1,48.0555579662323,6,261157,48.0555579662323
62,12,9,2,0,211.66531705856323,3,1204224,211.66531705856323
63,12,9,2,1,75.4710431098938,3,394862,75.4710431098938
64,12,9,3,0,653.759209394455,18,3745880,653.759209394455
65,12,9,3,1,328.39117789268494,18,1702350,328.39117789268494
66,12,9,4,0,307.8913857936859,22,1807200,307.8913857936859
67,12,9,4,1,114.09071397781372,22,594744,114.09071397781372
68,12,9,5,0,206.05841088294983,12,1204962,206.05841088294983
69,12,9,5,1,22.738178968429565,12,109092,22.738178968429565
70,12,10,1,0,805.9690217971802,167,4580208,805.9690217971802
71,12,10,1,1,347.21818113327026,167,1770904,347.21818113327026
72,12,10,2,0,669.9938879013062,4,3795168,669.9938879013062
73,12,10,2,1,386.5527141094208,4,2025372,386.5527141094208
74,12,10,3,0,656.5285940170288,24,3677448,656.5285940170288
75,12,10,3,1,285.00132513046265,24,1442950,285.00132513046265
76,12,10,4,0,1513.37775015831,197340,8870400,1513.37775015831
77,12,10,4,1,927.6211969852448,197340,5081040,927.6211969852448
78,12,10,5,0,615.9842910766602,42,3467472,615.9842910766602
79,12,10,5,1,349.08764910697937,42,1864234,349.08764910697937
