,0,1,2,3,4,5,6,7,8,9,10
0,11,2,1,0,2.4393718242645264,1,16968,NULL,2.4397940635681152,2.4393718242645264,2.4311959743499756
1,11,2,1,1,1.6110248565673828,1,11142,2,1.6016151905059814,1.6132478713989258,1.6110248565673828
2,11,2,1,2,1.845400094985962,1,10835,2,1.844879150390625,1.853234052658081,1.845400094985962
3,11,2,1,3,0.1221611499786377,1,1,2,0.12202692031860352,0.12442898750305176,0.1221611499786377
4,11,2,2,0,3.5385689735412598,5,24811,NULL,3.5385689735412598,3.5328800678253174,3.5471298694610596
5,11,2,2,1,1.5472397804260254,5,10846,6,1.5409657955169678,1.5472397804260254,1.5494468212127686
6,11,2,2,2,1.7814610004425049,5,10627,6,1.7814610004425049,1.786052942276001,1.7796950340270996
7,11,2,2,3,0.11678314208984375,5,5,6,0.11678314208984375,0.11648893356323242,0.11719298362731934
8,11,2,3,0,8.191581010818481,51,57407,NULL,8.191581010818481,8.17834186553955,8.224617958068848
9,11,2,3,1,5.306963920593262,51,36555,10,5.306963920593262,5.338736057281494,5.28513503074646
10,11,2,3,2,5.909812927246094,51,35401,10,5.9052369594573975,5.909812927246094,5.9860999584198
11,11,2,3,3,0.39443016052246094,51,51,10,0.39495086669921875,0.3931279182434082,0.39443016052246094
12,11,2,4,0,3.1486570835113525,1,20384,NULL,3.1381449699401855,3.1524527072906494,3.1486570835113525
13,11,2,4,1,1.6591050624847412,1,10778,9,1.6591050624847412,1.6585862636566162,1.6654200553894043
14,11,2,4,2,1.6531493663787842,1,8862,9,1.6492919921875,1.6531493663787842,1.6589429378509521
15,11,2,4,3,0.07204413414001465,1,1,9,0.07233810424804688,0.07204413414001465,0.07182884216308594
16,11,2,5,0,6.4759156703948975,240,46270,NULL,6.5021889209747314,6.4759156703948975,6.454002380371094
17,11,2,5,1,4.297594785690308,240,30361,5,4.297594785690308,4.299118995666504,4.288540840148926
18,11,2,5,2,4.929963111877441,240,30361,5,4.9023802280426025,4.9506309032440186,4.929963111877441
19,11,2,5,3,0.3230719566345215,240,240,5,0.3241569995880127,0.3224179744720459,0.3230719566345215
20,11,3,1,0,1.8705930709838867,3,12170,NULL,1.874290943145752,1.8670547008514404,1.8705930709838867
21,11,3,1,1,0.6493339538574219,3,4242,2,0.6539251804351807,0.6493339538574219,0.6475939750671387
22,11,3,1,2,0.22274398803710938,3,1236,2,0.2229321002960205,0.22249913215637207,0.22274398803710938
23,11,3,1,3,0.031575918197631836,3,3,2,0.03148913383483887,0.03188490867614746,0.031575918197631836
24,11,3,2,0,1.1875998973846436,3,7492,NULL,1.190363883972168,1.1841180324554443,1.1875998973846436
25,11,3,2,1,0.5549619197845459,3,3491,10,0.5535049438476562,0.5549619197845459,0.5563991069793701
26,11,3,2,2,0.28037309646606445,3,1413,10,0.28037309646606445,0.2798910140991211,0.2807919979095459
27,11,3,2,3,0.0553288459777832,3,3,10,0.0553288459777832,0.05492401123046875,0.05573010444641113
28,11,3,3,0,2.55664324760437,3,16444,NULL,2.5637691020965576,2.55664324760437,2.548712968826294
29,11,3,3,1,1.3349640369415283,3,8650,4,1.3406100273132324,1.3344089984893799,1.3349640369415283
30,11,3,3,2,0.23086214065551758,3,1242,4,0.23086214065551758,0.23090100288391113,0.2308359146118164
31,11,3,3,3,0.11773180961608887,3,3,4,0.11765885353088379,0.11773180961608887,0.11911892890930176
32,11,3,4,0,1.996899127960205,24,13250,NULL,1.9990057945251465,1.996899127960205,1.9943180084228516
33,11,3,4,1,0.8911669254302979,24,5892,8,0.8911669254302979,0.8916621208190918,0.8865699768066406
34,11,3,4,2,0.9668178558349609,24,5297,8,0.9668178558349609,0.9652290344238281,0.9682049751281738
35,11,3,4,3,0.08164787292480469,24,24,8,0.08173012733459473,0.08131289482116699,0.08164787292480469
36,11,3,5,0,2.8377699851989746,1,18023,NULL,2.847659111022949,2.8377699851989746,2.836399793624878
37,11,3,5,1,0.7644178867340088,1,4858,2,0.7650637626647949,0.7635669708251953,0.7644178867340088
38,11,3,5,2,0.48075199127197266,1,2583,2,0.48145079612731934,0.48062705993652344,0.48075199127197266
39,11,3,5,3,0.03631472587585449,1,1,2,0.03645515441894531,0.03631472587585449,0.03628110885620117
40,11,4,1,0,1.619758129119873,2,10600,NULL,1.6182668209075928,1.619758129119873,1.6236932277679443
41,11,4,1,1,0.48854804039001465,2,3162,3,0.48936891555786133,0.48854804039001465,0.48547816276550293
42,11,4,1,2,0.5496420860290527,2,2963,3,0.5496420860290527,0.5507051944732666,0.5495457649230957
43,11,4,1,3,0.03311491012573242,2,2,3,0.03311491012573242,0.033365726470947266,0.03298211097717285
44,11,4,2,0,12.830925703048706,2,80424,NULL,12.768685102462769,12.834165096282959,12.830925703048706
45,11,4,2,1,5.160460710525513,2,32400,0,5.147289991378784,5.160460710525513,5.188519239425659
46,11,4,2,2,3.4731221199035645,2,18500,0,3.4731221199035645,3.465031147003174,3.4810519218444824
47,11,4,2,3,0.4421827793121338,2,2,0,0.4401237964630127,0.44251585006713867,0.4421827793121338
48,11,4,3,0,2.498195171356201,20,16878,NULL,2.498195171356201,2.503145933151245,2.4949753284454346
49,11,4,3,1,0.7696046829223633,20,5188,3,0.7659687995910645,0.7696046829223633,0.7769777774810791
50,11,4,3,2,0.9270520210266113,20,5188,3,0.9285931587219238,0.9270520210266113,0.9248871803283691
51,11,4,3,3,0.0933377742767334,20,20,3,0.0937650203704834,0.0933377742767334,0.09300899505615234
52,11,4,4,0,5.857402324676514,1,39540,NULL,5.857402324676514,5.852795839309692,5.862448215484619
53,11,4,4,1,2.0752458572387695,1,14012,3,2.0751030445098877,2.078192710876465,2.0752458572387695
54,11,4,4,2,2.1868081092834473,1,12376,3,2.1739439964294434,2.1892590522766113,2.1868081092834473
55,11,4,4,3,0.19368195533752441,1,1,3,0.1942908763885498,0.19354009628295898,0.19368195533752441
56,11,4,5,0,2.730463981628418,4,18180,NULL,2.7329089641571045,2.730463981628418,2.728053092956543
57,11,4,5,1,0.8564558029174805,4,5700,1,0.8586499691009521,0.8564558029174805,0.8545501232147217
58,11,4,5,2,0.9820401668548584,4,5354,1,0.9820401668548584,0.9860920906066895,0.9802160263061523
59,11,4,5,3,0.05406379699707031,4,4,1,0.05427813529968262,0.05406379699707031,0.05400705337524414
60,11,5,1,0,4.608978748321533,9,29882,NULL,4.606874227523804,4.608978748321533,4.617276191711426
61,11,5,1,1,1.0123860836029053,9,6552,4,1.011937141418457,1.0123860836029053,1.0138638019561768
62,11,5,1,2,0.7809581756591797,9,4104,4,0.7847321033477783,0.7793889045715332,0.7809581756591797
63,11,5,1,3,0.0760040283203125,9,9,4,0.07603693008422852,0.07590889930725098,0.0760040283203125
64,11,5,2,0,3.6460559368133545,18,23980,NULL,3.6460559368133545,3.6474180221557617,3.6346189975738525
65,11,5,2,1,0.7916300296783447,18,5204,4,0.7919900417327881,0.790576696395874,0.7916300296783447
66,11,5,2,2,0.6541180610656738,18,3532,4,0.6546111106872559,0.6528530120849609,0.6541180610656738
67,11,5,2,3,0.07021212577819824,18,18,4,0.07046222686767578,0.070098876953125,0.07021212577819824
68,11,5,3,0,3.179115056991577,1,20364,NULL,3.179115056991577,3.1731410026550293,3.1928200721740723
