,0,1,2,3,4,5,6,7,8,9,10
0,10,2,1,0,0.7524628639221191,6,5403,NULL,0.7559952735900879,0.7524628639221191,0.7513339519500732
1,10,2,1,1,0.7511181831359863,6,5403,,0.7513258457183838,0.7508480548858643,0.7511181831359863
2,10,2,1,2,0.6917290687561035,6,4026,,0.6850728988647461,0.6917290687561035,0.6992030143737793
3,10,2,1,3,0.06666803359985352,6,6,,0.06731104850769043,0.06657886505126953,0.06666803359985352
4,10,2,2,0,0.4514946937561035,12,3326,NULL,0.4531891345977783,0.4514946937561035,0.4507160186767578
5,10,2,2,1,0.451646089553833,12,3326,,0.4515860080718994,0.4531209468841553,0.451646089553833
6,10,2,2,2,0.5346970558166504,12,3270,,0.5353999137878418,0.5346970558166504,0.5346863269805908
7,10,2,2,3,0.0450282096862793,12,12,,0.045117855072021484,0.0450282096862793,0.04481196403503418
8,10,2,3,0,0.701613187789917,4,5171,NULL,0.7039601802825928,0.701613187789917,0.7001142501831055
9,10,2,3,1,0.7011010646820068,4,5171,,0.7011010646820068,0.6997592449188232,0.701409101486206
10,10,2,3,2,0.7820920944213867,4,4802,,0.7822980880737305,0.7809288501739502,0.7820920944213867
11,10,2,3,3,0.06567215919494629,4,4,,0.06596708297729492,0.06520509719848633,0.06567215919494629
12,10,2,4,0,0.6014719009399414,86,4477,NULL,0.6040990352630615,0.6014719009399414,0.5991470813751221
13,10,2,4,1,0.5988430976867676,86,4477,,0.6019980907440186,0.5985689163208008,0.5988430976867676
14,10,2,4,2,0.67527174949646,86,4251,,0.6700217723846436,0.67527174949646,0.6778209209442139
15,10,2,4,3,0.07906794548034668,86,86,,0.07906794548034668,0.07861208915710449,0.07941102981567383
16,10,2,5,0,0.7494299411773682,28,5563,NULL,0.7518947124481201,0.7490019798278809,0.7494299411773682
17,10,2,5,1,0.7481088638305664,28,5563,,0.7469828128814697,0.7493782043457031,0.7481088638305664
18,10,2,5,2,0.874762773513794,28,5443,,0.8748469352722168,0.8729979991912842,0.874762773513794
