,0,1,2,3,4,5,6,7,8,9
0,8,1,1,3,0.025304794311523438,49,212,0.026231765747070312,0.025304794311523438,0.024695873260498047
1,8,1,1,5,0.008648395538330078,49,49,0.008751153945922852,0.008640050888061523,0.008648395538330078
2,8,1,2,3,0.03888201713562012,1,344,0.039191246032714844,0.03888201713562012,0.03873109817504883
3,8,1,2,5,0.004883766174316406,1,1,0.004889011383056641,0.004883766174316406,0.004861116409301758
4,8,1,3,3,0.014919757843017578,1,114,0.014919757843017578,0.015089035034179688,0.01489114761352539
5,8,1,3,5,0.0041959285736083984,1,1,0.0041959285736083984,0.004212856292724609,0.004163980484008789
6,8,1,4,3,0.009768962860107422,4,72,0.009768962860107422,0.009727001190185547,0.009922027587890625
7,8,1,4,5,0.0032677650451660156,4,4,0.0032858848571777344,0.0032608509063720703,0.0032677650451660156
8,8,1,5,3,0.01505899429321289,2,121,0.015034675598144531,0.015137910842895508,0.01505899429321289
9,8,1,5,5,0.0036149024963378906,2,2,0.0036280155181884766,0.003608226776123047,0.0036149024963378906
10,8,2,1,3,0.03237032890319824,1,249,0.03251504898071289,0.03237032890319824,0.0322873592376709
11,8,2,1,5,0.007708311080932617,1,1,0.007715940475463867,0.007708311080932617,0.007693052291870117
12,8,2,2,3,0.0005748271942138672,2,3,0.0005791187286376953,0.0005748271942138672,0.0005660057067871094
13,8,2,2,5,0.0014789104461669922,2,2,0.001508951187133789,0.0014789104461669922,0.0014770030975341797
14,8,2,3,3,0.011873006820678711,16,105,0.011994123458862305,0.011873006820678711,0.011787891387939453
15,8,2,3,5,0.0033538341522216797,16,16,0.0033631324768066406,0.0033469200134277344,0.0033538341522216797
16,8,2,4,3,0.008375167846679688,3,63,0.00837397575378418,0.008388042449951172,0.008375167846679688
17,8,2,4,5,0.002605915069580078,3,3,0.0028581619262695312,0.0025949478149414062,0.002605915069580078
18,8,2,5,3,0.01670384407043457,14,141,0.01670384407043457,0.016815900802612305,0.016687870025634766
