,0,1,2,3,4,5,6,7
0,16,4,1,5,477.0990390777588,9,9,477.0990390777588
1,16,4,2,5,425.26152873039246,45,45,425.26152873039246
2,16,4,3,5,589.9301857948303,33,33,589.9301857948303
3,16,4,4,5,968.4092290401459,32,32,968.4092290401459
4,16,4,5,5,1466.2246181964874,81,81,1466.2246181964874
5,16,5,1,5,251.6150188446045,60,60,251.6150188446045
6,16,5,2,5,60.18546485900879,2,2,60.18546485900879
7,16,5,3,5,520.5668511390686,10,10,520.5668511390686
8,16,5,4,5,47.34609889984131,2,2,47.34609889984131
9,16,5,5,5,6654.157060146332,16275600,16275600,6654.157060146332
10,16,6,1,5,135.79464387893677,18,18,135.79464387893677
11,16,6,2,5,507.6922791004181,380,380,507.6922791004181
12,16,6,3,5,1246.152657032013,66,66,1246.152657032013
13,16,6,4,5,4850.200124025345,10,10,4850.200124025345
14,16,6,5,5,670.8529150485992,2,2,670.8529150485992
15,16,7,1,5,382.4261827468872,6,6,382.4261827468872
16,16,7,2,5,125.67703413963318,2,2,125.67703413963318
17,16,7,3,5,1089.1584990024567,174,174,1089.1584990024567
18,16,7,4,5,343.0336833000183,72,72,343.0336833000183
19,16,7,5,5,853.8111867904663,24,24,853.8111867904663
