,0,1,2,3,4,5,6,7,8,9
0,8,2,1,0,0.036362409591674805,2,334,0.03765988349914551,0.036362409591674805,0.0362391471862793
1,8,2,1,1,0.03733396530151367,2,332,0.03735089302062988,0.03733396530151367,0.03696012496948242
2,8,2,2,0,0.026095867156982422,2,229,0.026095867156982422,0.026334047317504883,0.026088953018188477
3,8,2,2,1,0.018307924270629883,2,151,0.01811504364013672,0.018307924270629883,0.018411874771118164
4,8,2,3,0,0.022472143173217773,4,201,0.02234673500061035,0.022603988647460938,0.022472143173217773
5,8,2,3,1,0.020416975021362305,4,175,0.020328760147094727,0.0204770565032959,0.020416975021362305
6,8,2,4,0,0.010527849197387695,30,88,0.010566949844360352,0.010527849197387695,0.010524988174438477
7,8,2,4,1,0.007486820220947266,30,58,0.0077440738677978516,0.007486820220947266,0.007420063018798828
8,8,2,5,0,0.02644205093383789,4,241,0.02644205093383789,0.026569128036499023,0.026394128799438477
9,8,2,5,1,0.012007713317871094,4,106,0.012007713317871094,0.011996030807495117,0.012089967727661133
10,8,3,1,0,0.02969670295715332,1,237,0.02969670295715332,0.029877901077270508,0.029479026794433594
11,8,3,1,1,0.0031239986419677734,1,20,0.0031528472900390625,0.0031239986419677734,0.0030999183654785156
12,8,3,2,0,0.03948020935058594,8,325,0.039730072021484375,0.03948020935058594,0.039266109466552734
13,8,3,2,1,0.03279900550842285,8,250,0.03279900550842285,0.03310823440551758,0.03274893760681152
14,8,3,3,0,0.027843952178955078,2,228,0.027791976928710938,0.02794194221496582,0.027843952178955078
15,8,3,3,1,0.01525115966796875,2,114,0.01525115966796875,0.015201091766357422,0.015455961227416992
16,8,3,4,0,0.0325009822845459,6,263,0.0325009822845459,0.03282499313354492,0.032440900802612305
17,8,3,4,1,0.006968259811401367,6,45,0.00701594352722168,0.006968259811401367,0.006965160369873047
18,8,3,5,0,0.03548693656921387,2,305,0.03571200370788574,0.03548693656921387,0.03544497489929199
19,8,3,5,1,0.009036064147949219,2,72,0.009071111679077148,0.009036064147949219,0.009003639221191406
20,8,4,1,0,0.06843209266662598,3,584,0.06864380836486816,0.06843209266662598,0.068328857421875
21,8,4,1,1,0.021654844284057617,3,156,0.021400928497314453,0.021818161010742188,0.021654844284057617
22,8,4,2,0,0.09421896934509277,4,803,0.09435701370239258,0.09421896934509277,0.09421324729919434
23,8,4,2,1,0.04993104934692383,4,392,0.050141096115112305,0.04993104934692383,0.04992794990539551
24,8,4,3,0,0.03127598762512207,23,258,0.03127598762512207,0.03153586387634277,0.03125596046447754
25,8,4,3,1,0.015687942504882812,23,120,0.015687942504882812,0.01567697525024414,0.015861034393310547
26,8,4,4,0,0.039093017578125,6,352,0.03931379318237305,0.039093017578125,0.038990020751953125
27,8,4,4,1,0.026556968688964844,6,228,0.026359081268310547,0.026556968688964844,0.02666187286376953
28,8,4,5,0,0.02402520179748535,8,210,0.023858070373535156,0.024178028106689453,0.02402520179748535
29,8,4,5,1,0.013285160064697266,8,110,0.013285160064697266,0.013271808624267578,0.013448953628540039
30,8,5,1,0,0.05274701118469238,8,432,0.053015947341918945,0.05274701118469238,0.05259585380554199
31,8,5,1,1,0.010070085525512695,8,72,0.010072946548461914,0.009991884231567383,0.010070085525512695
32,8,5,2,0,0.20860576629638672,17,1788,0.20977091789245605,0.20821881294250488,0.20860576629638672
33,8,5,2,1,0.130202054977417,17,1037,0.13104796409606934,0.130202054977417,0.13019013404846191
34,8,5,3,0,0.030269861221313477,24,240,0.030211925506591797,0.030556917190551758,0.030269861221313477
35,8,5,3,1,0.02123427391052246,24,156,0.0210721492767334,0.021235227584838867,0.02123427391052246
36,8,5,4,0,0.1158900260925293,11,970,0.11618590354919434,0.1158900260925293,0.11573982238769531
37,8,5,4,1,0.03292107582092285,11,234,0.03289008140563965,0.03329896926879883,0.03292107582092285
38,8,5,5,0,0.16722607612609863,4,1428,0.16736197471618652,0.16722607612609863,0.16709303855895996
39,8,5,5,1,0.04667401313781738,4,350,0.04667401313781738,0.046736955642700195,0.04657697677612305
40,8,6,1,0,0.21668195724487305,1,1824,0.2168126106262207,0.21668195724487305,0.2164020538330078
