12 1 1 1 9.80994701385498 2 68162
12 1 1 2 9.913418054580688 2 68162
12 1 1 3 9.526172161102295 2 63482
12 1 2 1 80.18949580192566 7 500001
12 1 2 2 80.0783920288086 7 500001
12 1 2 3 71.1851749420166 7 429415
12 1 3 1 60.82574009895325 11 398557
12 1 3 2 60.876765966415405 11 398557
12 1 3 3 60.78587603569031 11 391123
12 1 4 1 18.99167513847351 17 117903
12 1 4 2 19.04966902732849 17 117903
12 1 4 3 15.66740107536316 17 93592
12 1 5 1 6.25474214553833 3 41617
12 1 5 2 6.2527899742126465 3 41617
12 1 5 3 6.060780048370361 3 38687
12 2 1 1 27.023746967315674 17 167821
12 2 1 2 26.993700742721558 17 167821
12 2 1 3 22.48220992088318 17 134487
12 2 2 1 5.167393922805786 2 34225
12 2 2 2 5.187220096588135 2 34225
12 2 2 3 5.039643049240112 2 31880
12 2 3 1 125.08896803855896 98 782158
12 2 3 2 124.28721785545349 98 782158
12 2 3 3 104.90510320663452 98 636593
12 2 4 1 7.309513330459595 2 49471
12 2 4 2 7.320350885391235 2 49471
12 2 4 3 6.980690240859985 2 45697
12 2 5 1 48.29583430290222 42 315760
12 2 5 2 48.28453612327576 42 315760
12 2 5 3 46.072147846221924 42 294998
12 3 1 1 35.449151039123535 6 225236
12 3 1 2 35.74008393287659 6 225236
12 3 1 3 20.1463840007782 6 122618
12 3 2 1 13.606385946273804 24 86062
12 3 2 2 13.595852136611938 24 86062
12 3 2 3 8.436706066131592 24 51529
12 3 3 1 34.73398494720459 144 225230
12 3 3 2 34.56657409667969 144 225230
12 3 3 3 28.61946201324463 144 183001
12 3 4 1 20.522518634796143 1 130136
12 3 4 2 20.705106258392334 1 130136
12 3 4 3 2.416646718978882 1 14256
12 3 5 1 38.33079695701599 15 239170
12 3 5 2 38.31536412239075 15 239170
12 3 5 3 31.628360271453857 15 191690
12 4 1 1 237.83790969848633 91080 1550476
12 4 1 2 239.54988479614258 91080 1550476
12 4 1 3 228.20115184783936 91080 1456694
12 4 2 1 12.74708890914917 2 75128
12 4 2 2 12.762869119644165 2 75128
12 4 2 3 0.2070600986480713 2 1056
12 4 3 1 44.08135199546814 60 280091
12 4 3 2 44.08118224143982 60 280091
12 4 3 3 8.665704011917114 60 53500
12 4 4 1 105.71403217315674 351648 704880
12 4 4 2 105.83701610565186 351648 704880
12 4 4 3 98.21486520767212 351648 645720
12 4 5 1 78.91712093353271 55908 515176
12 4 5 2 79.20367312431335 55908 515176
12 4 5 3 56.72313117980957 55908 359836
12 5 1 1 161.79516792297363 22044 1031592
12 5 1 2 162.25343799591064 22044 1031592
12 5 1 3 113.93543219566345 22044 707070
12 5 2 1 158.03999209403992 22 962777
12 5 2 2 157.8333990573883 22 962777
12 5 2 3 39.38689470291138 22 217918
12 5 3 1 35.061713218688965 4 207612
12 5 3 2 35.09263491630554 4 207612
12 5 3 3 7.96602201461792 4 41211
12 5 4 1 64.22470998764038 4 408130
12 5 4 2 64.25795602798462 4 408130
12 5 4 3 34.539737939834595 4 211756
12 5 5 1 22.56702971458435 1 138618
12 5 5 2 22.71248984336853 1 138618
12 5 5 3 2.7140698432922363 1 15722
12 6 1 1 71.78166508674622 16 441032
12 6 1 2 71.66186308860779 16 441032
12 6 1 3 7.2058069705963135 16 41719
12 6 2 1 66.32829809188843 452 435768
12 6 2 2 66.29860997200012 452 435768
12 6 2 3 65.97591781616211 452 423072
12 6 3 1 192.06430220603943 32355 1228542
12 6 3 2 191.88017010688782 32355 1228542
12 6 3 3 164.0945029258728 32355 1018928
12 6 4 1 80.51553297042847 6 487669
12 6 4 2 80.44423389434814 6 487669
12 6 4 3 18.43957281112671 6 104655
12 6 5 1 23.372376918792725 20 145908
12 6 5 2 22.950507164001465 20 145908
12 6 5 3 3.00473690032959 20 18160
12 7 1 1 85.62087774276733 26 546048
12 7 1 2 85.2219340801239 26 546048
12 7 1 3 73.20141100883484 26 453230
12 7 2 1 251.88915371894836 50 1541320
12 7 2 2 252.91626501083374 50 1541320
12 7 2 3 30.702275037765503 50 163901
12 7 3 1 106.46013808250427 6 639380
12 7 3 2 105.98284602165222 6 639380
12 7 3 3 48.690696001052856 6 273319
12 7 4 1 62.91483402252197 21 396576
12 7 4 2 63.43604612350464 21 396576
12 7 4 3 24.24945902824402 21 145270
12 7 5 1 119.35876560211182 6 723314
12 7 5 2 119.57412505149841 6 723314
12 7 5 3 19.017464876174927 6 101073
12 8 1 1 227.45078301429749 4 1387628
12 8 1 2 225.95585680007935 4 1387628
12 8 1 3 43.070533990859985 4 233522
12 8 2 1 168.40796613693237 3 1027826
12 8 2 2 167.84926104545593 3 1027826
12 8 2 3 12.009821891784668 3 62672
12 8 3 1 732.1517510414124 307170 4667760
12 8 3 2 737.1872961521149 307170 4667760
12 8 3 3 709.3610348701477 307170 4351896
12 8 4 1 258.21025800704956 3 1593252
12 8 4 2 259.47873520851135 3 1593252
12 8 4 3 72.7739930152893 3 412540
12 8 5 1 235.81541895866394 2 1443060
12 8 5 2 236.7995331287384 2 1443060
12 8 5 3 123.52534699440002 2 699326
12 9 1 1 300.3130910396576 6 1823648
12 9 1 2 299.5585689544678 6 1823648
12 9 1 3 47.02422213554382 6 261157
12 9 2 1 207.58635997772217 3 1204224
12 9 2 2 208.17378497123718 3 1204224
12 9 2 3 74.06758117675781 3 394862
12 9 3 1 638.1056387424469 18 3745880
12 9 3 2 638.4936652183533 18 3745880
12 9 3 3 322.0554928779602 18 1702350
12 9 4 1 301.25658798217773 22 1807200
12 9 4 2 301.36693024635315 22 1807200
12 9 4 3 102.60783982276917 22 594744
12 9 5 1 200.84155297279358 12 1204962
12 9 5 2 201.46489906311035 12 1204962
12 9 5 3 22.374145030975342 12 109092
12 10 1 1 778.6057908535004 167 4580208
12 10 1 2 776.9726090431213 167 4580208
12 10 1 3 334.56802201271057 167 1770904
12 10 2 1 649.8331120014191 4 3795168
12 10 2 2 649.7683699131012 4 3795168
12 10 2 3 372.1231219768524 4 2025372
12 10 3 1 636.5299713611603 24 3677448
12 10 3 2 641.3176078796387 24 3677448
12 10 3 3 258.88909006118774 24 1442950
12 10 4 1 1453.3739268779755 197340 8870400
12 10 4 2 1453.0413570404053 197340 8870400
12 10 4 3 898.7861988544464 197340 5081040
12 10 5 1 609.0367519855499 42 3467472
12 10 5 2 605.9962401390076 42 3467472
12 10 5 3 346.4648699760437 42 1864234
12 11 1 1 4020.359052181244 169 24446569
12 11 1 2 3978.947343826294 169 24446569
12 11 1 3 2272.6033611297607 169 13162826
12 11 2 1 4440.749435901642 12 27270838
12 11 2 2 4423.037147760391 12 27270838
12 11 2 3 1747.0342421531677 12 10594941
12 11 3 1 5609.764123916626 21 34318812
12 11 3 2 5605.148162126541 21 34318812
12 11 3 3 3400.65430021286 21 19749027
12 11 4 1 1300.408983707428 2 7807452
12 11 4 2 1305.6429960727692 2 7807452
12 11 4 3 180.80720281600952 2 923265
12 11 5 1 826.9017350673676 53 4951206
12 11 5 1 824.2936189174652 53 4951206
12 11 5 3 270.7107880115509 53 1470880
