,0,1,2,3,4,5,6,7
0,13,1,0,3,73.61755585670471,2,383593,73.61755585670471
1,13,2,0,3,13.949145078659058,9,72620,13.949145078659058
2,13,3,0,3,0.3749210834503174,3,1463,0.3749210834503174
3,13,4,0,3,36.72631812095642,2,205112,36.72631812095642
4,13,5,0,3,190.90456318855286,4,1128388,190.90456318855286
5,13,6,0,3,321.90899300575256,1,1679066,321.90899300575256
6,13,7,0,3,46.918336153030396,8,234808,46.918336153030396
7,13,8,0,3,0.38369011878967285,2,1932,0.38369011878967285
8,13,9,0,3,1084.5125291347504,6,5605291,1084.5125291347504
9,13,10,0,3,657.7307140827179,18,3518109,657.7307140827179
10,13,11,0,3,200.32960605621338,40,995370,200.32960605621338
11,13,12,0,3,0.11933684349060059,1,546,0.11933684349060059
12,13,13,0,3,250.6276228427887,5,1359060,250.6276228427887
13,13,14,0,3,232.715008020401,11,1292632,232.715008020401
14,13,15,0,3,109.66452884674072,1,564653,109.66452884674072
15,13,16,0,3,296.79447889328003,18,1658850,296.79447889328003
16,13,17,0,3,110.19549584388733,209,587635,110.19549584388733
17,13,18,0,3,28.442816019058228,2,148408,28.442816019058228
18,13,19,0,3,455.12067914009094,10,2559975,455.12067914009094
19,13,20,0,3,529.7847440242767,6,2825166,529.7847440242767
