,0,1,2,3,4,5,6,7
0,12,1,1,5,0.6043717861175537,2,2,0.6043717861175537
1,12,1,2,5,3.292297840118408,7,7,3.292297840118408
2,12,1,3,5,1.9218733310699463,11,11,1.9218733310699463
3,12,1,4,5,0.9220781326293945,17,17,0.9220781326293945
4,12,1,5,5,0.4272170066833496,3,3,0.4272170066833496
5,12,2,1,5,1.2861480712890625,17,17,1.2861480712890625
6,12,2,2,5,0.3961911201477051,2,2,0.3961911201477051
7,12,2,3,5,4.937493085861206,98,98,4.937493085861206
8,12,2,4,5,0.42792725563049316,2,2,0.42792725563049316
9,12,2,5,5,1.5662448406219482,42,42,1.5662448406219482
10,12,3,1,5,1.509941816329956,6,6,1.509941816329956
11,12,3,2,5,0.7038068771362305,24,24,0.7038068771362305
12,12,3,3,5,1.0357818603515625,144,144,1.0357818603515625
13,12,3,4,5,0.4437708854675293,1,1,0.4437708854675293
14,12,3,5,5,2.0828680992126465,15,15,2.0828680992126465
15,12,4,1,5,19.149789810180664,91080,91080,19.149789810180664
16,12,4,2,5,0.3097038269042969,2,2,0.3097038269042969
17,12,4,3,5,2.29520320892334,60,60,2.29520320892334
18,12,4,4,5,56.88156294822693,351648,351648,56.88156294822693
19,12,4,5,5,10.84716010093689,55908,55908,10.84716010093689
20,12,5,1,5,5.850087881088257,22044,22044,5.850087881088257
21,12,5,2,5,4.177567958831787,22,22,4.177567958831787
22,12,5,3,5,1.6747610569000244,4,4,1.6747610569000244
23,12,5,4,5,2.490898847579956,4,4,2.490898847579956
24,12,5,5,5,0.32558584213256836,1,1,0.32558584213256836
25,12,6,1,5,2.424220085144043,16,16,2.424220085144043
26,12,6,2,5,4.228792190551758,452,452,4.228792190551758
27,12,6,3,5,8.32564902305603,32355,32355,8.32564902305603
28,12,6,4,5,0.8905811309814453,6,6,0.8905811309814453
29,12,6,5,5,0.376162052154541,20,20,0.376162052154541
30,12,7,1,5,4.445298910140991,26,26,4.445298910140991
31,12,7,2,5,2.776594400405884,50,50,2.776594400405884
32,12,7,3,5,4.393183946609497,6,6,4.393183946609497
33,12,7,4,5,2.6573281288146973,21,21,2.6573281288146973
34,12,7,5,5,3.219571828842163,6,6,3.219571828842163
35,12,8,1,5,2.850829839706421,4,4,2.850829839706421
36,12,8,2,5,3.594109058380127,3,3,3.594109058380127
37,12,8,3,5,71.42464804649353,307170,307170,71.42464804649353
38,12,8,4,5,0.420975923538208,3,3,0.420975923538208
39,12,8,5,5,2.534834146499634,2,2,2.534834146499634
40,12,9,1,5,2.326821804046631,6,6,2.326821804046631
41,12,9,2,5,9.788556098937988,3,3,9.788556098937988
42,12,9,3,5,23.71298623085022,18,18,23.71298623085022
43,12,9,4,5,7.7527618408203125,22,22,7.7527618408203125
44,12,9,5,5,3.3144569396972656,12,12,3.3144569396972656
45,12,10,1,5,29.26808786392212,167,167,29.26808786392212
46,12,10,2,5,17.555827140808105,4,4,17.555827140808105
47,12,10,3,5,11.186024904251099,24,24,11.186024904251099
48,12,10,4,5,44.65077877044678,197340,197340,44.65077877044678
49,12,10,5,5,19.29997706413269,42,42,19.29997706413269
50,12,11,1,5,56.37840509414673,169,169,56.37840509414673
51,12,11,2,5,20.127051830291748,12,12,20.127051830291748
52,12,11,3,5,39.15137696266174,21,21,39.15137696266174
53,12,11,4,5,1.988231897354126,2,2,1.988231897354126
54,12,11,5,5,26.59919786453247,53,53,26.59919786453247
