,0,1,2,3,4,5,6,7,8,9,10,11
0,12.0,7.0,8.0,62.0,502.0,4.083333333333334,20.166666666666664,208.25558495521545,198.81345200538635,222.0,264.0,[6]
1,12.0,8.0,6.0,59.0,491.0,3.0,17.75,327.14417791366577,326.03520011901855,235.0,279.0,[2]
2,12.0,9.0,6.0,61.0,495.0,2.583333333333333,17.25,286.26802682876587,285.0205080509186,239.0,283.0,[1 5]
3,12.0,10.0,6.0,63.0,506.0,5.583333333333333,41.83333333333333,81.58641791343689,79.00798296928406,204.0,226.0,[0 0]
4,12.0,11.0,5.0,60.0,520.0,4.5,27.0,114.08865094184875,98.31375694274902,192.0,222.0,[ 9 11 11]
5,12.0,12.0,7.0,58.0,487.0,4.666666666666666,24.5,247.28596305847168,245.36947107315063,229.0,265.0,[1 1 1]
6,12.0,13.0,7.0,55.0,471.0,4.083333333333334,21.75,363.24704480171204,350.5437660217285,235.0,261.0,[3]
7,12.0,14.0,6.0,58.0,497.0,5.166666666666666,29.333333333333336,81.88855314254761,76.90991306304932,197.0,231.0,[2 2 2 2 2 2]
