8.0,1.0,5.0,25.0,211.0,3.8333333333333335,14.833333333333332,0.24849398930867514,0.16951926549275717,77.0,81.0,[5 5 5]
8.0,2.0,4.0,25.0,195.0,5.0,22.5,0.40802669525146484,0.41557637850443524,101.0,117.0,[0 1 4]
8.0,3.0,3.0,25.0,213.0,3.5,15.0,0.3228166103363037,0.30868029594421387,91.0,101.0,[5]
8.0,4.0,4.0,24.0,201.0,3.833333333333333,15.0,0.2854350407918294,0.2782759666442871,91.0,103.0,[2 2 6 6 6 6]
8.0,5.0,4.0,26.0,221.0,1.5833333333333333,5.666666666666667,0.4144153594970703,0.424161434173584,93.0,125.0,[7]
8.0,6.0,3.0,23.0,209.0,1.5833333333333333,9.083333333333332,0.4739719231923421,0.46637630462646484,93.0,123.0,[4 7]
8.0,7.0,3.0,26.0,209.0,2.75,12.25,0.23161840438842773,0.1788820425669352,79.0,95.0,[4]
8.0,8.0,5.0,23.0,205.0,3.5,14.5,0.21345130602518717,0.21145184834798178,87.0,105.0,[0 4]
8.0,9.0,3.0,25.0,209.0,2.75,8.25,0.3888430595397949,0.40332500139872235,101.0,117.0,[0 0 0]
8.0,10.0,5.0,27.0,218.0,1.5833333333333333,8.25,0.3418437639872233,0.2718169689178467,84.0,114.0,[2 2]
9.0,1.0,5.0,33.0,280.0,3.333333333333333,17.5,1.2818020184834797,1.2329409917195637,112.0,136.0,[5]
9.0,2.0,6.0,33.0,257.0,2.1666666666666665,9.0,2.932741324106852,2.213649352391561,129.0,141.0,[5 5]
9.0,3.0,4.0,31.0,271.0,4.833333333333334,22.166666666666664,0.572206179300944,0.5367060502370199,103.0,123.0,[2 2 2]
9.0,4.0,5.0,32.0,267.0,2.25,9.5,2.292372226715088,2.303141991297404,133.0,155.0,[0 0 0 0 1 1]
9.0,5.0,3.0,34.0,283.0,2.7,13.3,0.9528867403666178,0.8955076535542806,101.0,125.0,[5 5]
9.0,6.0,5.0,29.0,264.0,3.3333333333333335,14.166666666666668,2.7851253350575766,2.636505047480265,128.0,146.0,[3 3 3 3 3 3 3 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8]
9.0,7.0,4.0,34.0,269.0,2.25,9.25,1.4814974466959636,1.4872110684712727,125.0,157.0,[0 4]
9.0,8.0,5.0,30.0,264.0,2.25,6.75,1.1001523335774739,1.0472476482391357,114.0,124.0,[5 5]
9.0,9.0,5.0,33.0,271.0,2.583333333333333,15.25,1.3385515213012695,1.341552972793579,117.0,167.0,[6]
9.0,10.0,5.0,35.0,280.0,3.75,19.25,1.946730613708496,1.8793017069498699,124.0,152.0,[2 5]
10.0,1.0,5.0,41.0,344.0,1.0333333333333332,4.366666666666667,4.547850052515666,4.35413392384847,140.0,178.0,[6]
10.0,2.0,6.0,41.0,327.0,2.833333333333333,17.0,16.249841610590618,15.751905679702759,163.0,187.0,[3]
10.0,3.0,5.0,39.0,340.0,3.25,16.0,4.6438987255096436,4.000152985254924,142.0,160.0,[0]
10.0,4.0,5.0,41.0,343.0,4.0,18.0,5.901141007741292,4.500783681869507,135.0,147.0,[5 5 5 5 5]
10.0,5.0,5.0,42.0,347.0,3.5833333333333335,17.25,4.324735244115193,4.188737710316976,139.0,171.0,[4 4 4]
10.0,6.0,5.0,37.0,335.0,3.1666666666666665,17.0,9.686272700627645,9.43816097577413,153.0,167.0,[5 5 5 5 5 5]
10.0,7.0,4.0,43.0,343.0,2.833333333333333,15.0,7.777259985605876,7.256731351216634,145.0,169.0,[8 8 8 8]
10.0,8.0,5.0,38.0,325.0,4.333333333333334,18.166666666666664,10.930171966552734,9.047528743743896,153.0,177.0,[3]
10.0,9.0,4.0,40.0,334.0,3.5833333333333335,19.0,4.672048648198445,4.546720186869304,138.0,164.0,[4]
10.0,10.0,4.0,44.0,352.0,5.2,30.0,5.60026756922404,4.643833637237549,136.0,156.0,[7 7]
11.0,1.0,6.0,51.0,426.0,3.083333333333333,16.833333333333332,33.76501234372457,32.13505029678345,172.0,210.0,[9]
11.0,2.0,5.0,51.0,410.0,4.583333333333334,24.583333333333332,44.09307265281677,43.835206270217896,192.0,224.0,[0]
11.0,3.0,6.0,46.0,410.0,3.083333333333333,15.166666666666668,40.09509873390198,33.26636894543966,182.0,210.0,[8]
11.0,5.0,6.0,51.0,426.0,5.333333333333333,32.16666666666667,18.442365407943726,15.740551948547363,166.0,196.0,[4]
11.0,6.0,4.0,45.0,405.0,4.7,27.8,53.069825649261475,50.88697695732117,189.0,211.0,[9 9 9 9]
11.0,7.0,5.0,52.0,418.0,3.833333333333333,26.0,23.151739676793415,22.84928290049235,170.0,212.0,[1]
11.0,8.0,6.0,48.0,400.0,3.833333333333333,19.833333333333332,43.20329634348551,42.51522866884867,186.0,198.0,[2 2 8 8]
11.0,9.0,6.0,50.0,411.0,6.833333333333334,39.0,35.06697130203247,33.64926481246948,169.0,201.0,[7 7]
12.0,1.0,5.0,62.0,507.0,4.833333333333334,29.5,167.6790108680725,162.5059530735016,213.0,253.0,[6]
12.0,2.0,5.0,61.0,488.0,2.5833333333333335,14.583333333333334,358.10959792137146,356.90887212753296,238.0,268.0,[1]
12.0,7.0,8.0,62.0,502.0,4.083333333333334,20.166666666666664,208.25558495521545,198.81345200538635,222.0,264.0,[6]
12.0,8.0,6.0,59.0,491.0,3.0,17.75,327.14417791366577,326.03520011901855,235.0,279.0,[2]
12.0,9.0,6.0,61.0,495.0,2.583333333333333,17.25,286.26802682876587,285.0205080509186,239.0,283.0,[1 5]
12.0,10.0,6.0,63.0,506.0,5.583333333333333,41.83333333333333,81.58641791343689,79.00798296928406,204.0,226.0,[0 0]
12.0,11.0,5.0,60.0,520.0,4.5,27.0,114.08865094184875,98.31375694274902,192.0,222.0,[9 11 11]
12.0,12.0,7.0,58.0,487.0,4.666666666666666,24.5,247.28596305847168,245.36947107315063,229.0,265.0,[1 1 1]
12.0,13.0,7.0,55.0,471.0,4.083333333333334,21.75,363.24704480171204,350.5437660217285,235.0,261.0,[3]
12.0,14.0,6.0,58.0,497.0,5.166666666666666,29.333333333333336,81.88855314254761,76.90991306304932,197.0,231.0,[2 2 2 2 2 2]
